device,light,position1,position2,position3,best_probe_count,ber,csv_file1,csv_file2,csv_file3,bit_blocks
mate40pro,yellow,4,9,21,14,0.4,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\21.csv,"[[1, -1, -1], [1, -1, -1], [1, -1, -1], [-1, 1, -1], [-1, -1, -1], [-1, 1, -1], [-1, -1, 1], [-1, -1, 1], [1, -1, 1], [1, 1, 1]]"
mate40pro,yellow,4,9,22,20,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\22.csv,"[[-1, 1, 1], [-1, 1, -1], [-1, 1, -1], [1, -1, 1], [1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, 1, 1]]"
mate40pro,yellow,4,9,23,16,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\23.csv,"[[-1, 1, 1], [-1, 1, -1], [1, -1, 1], [-1, 1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, 1], [1, -1, -1]]"
mate40pro,yellow,4,9,24,19,0.4,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\24.csv,"[[1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, -1, 1], [-1, 1, -1], [1, -1, -1], [1, 1, 1], [-1, 1, -1], [-1, 1, 1], [-1, 1, 1]]"
mate40pro,yellow,4,9,25,15,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\25.csv,"[[-1, 1, -1], [-1, -1, 1], [1, 1, -1], [1, -1, 1], [-1, -1, 1], [-1, 1, 1], [-1, -1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, -1]]"
mate40pro,yellow,4,9,26,18,0.13333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\26.csv,"[[1, -1, 1], [1, -1, -1], [-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,9,27,10,0.5,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\27.csv,"[[1, 1, -1], [1, -1, 1], [1, -1, -1], [1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, -1, 1], [-1, 1, 1], [-1, 1, 1], [-1, -1, 1]]"
mate40pro,yellow,4,9,28,16,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\9.csv,data\mate40pro\yellow\28.csv,"[[1, 1, 1], [-1, -1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [1, -1, -1], [-1, -1, -1], [-1, -1, -1]]"
mate40pro,yellow,4,10,11,15,0.43333333333333335,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\11.csv,"[[-1, 1, 1], [-1, -1, 1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, -1, -1], [1, 1, 1]]"
mate40pro,yellow,4,10,12,15,0.5,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\12.csv,"[[1, 1, 1], [-1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, 1, -1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, 1, 1], [-1, -1, 1]]"
mate40pro,yellow,4,10,13,15,0.36666666666666664,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\13.csv,"[[1, 1, 1], [1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, -1, 1], [1, -1, -1], [1, -1, 1], [-1, 1, 1]]"
mate40pro,yellow,4,10,14,16,0.36666666666666664,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\14.csv,"[[1, 1, -1], [1, -1, 1], [-1, 1, -1], [-1, 1, 1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [1, -1, 1], [1, 1, 1], [-1, -1, 1]]"
mate40pro,yellow,4,10,15,15,0.43333333333333335,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\15.csv,"[[1, 1, -1], [1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, 1], [1, 1, -1], [1, -1, 1]]"
mate40pro,yellow,4,10,16,14,0.6,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\16.csv,"[[-1, -1, -1], [1, -1, 1], [-1, -1, 1], [-1, 1, -1], [-1, 1, -1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, -1, -1], [1, -1, 1]]"
mate40pro,yellow,4,10,17,15,0.43333333333333335,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\17.csv,"[[-1, 1, 1], [-1, -1, 1], [-1, -1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, -1, 1], [1, 1, -1]]"
mate40pro,yellow,4,10,18,15,0.3333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\18.csv,"[[1, 1, 1], [-1, 1, 1], [-1, -1, 1], [-1, 1, 1], [1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, -1, -1], [-1, -1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,10,19,15,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\19.csv,"[[1, -1, 1], [1, 1, 1], [1, 1, -1], [1, -1, 1], [1, 1, -1], [1, -1, 1], [-1, -1, -1], [-1, -1, -1], [-1, 1, 1], [-1, 1, 1]]"
mate40pro,yellow,4,10,20,14,0.5333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\20.csv,"[[1, -1, -1], [-1, -1, 1], [1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, 1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,10,21,15,0.4666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\21.csv,"[[1, 1, 1], [1, 1, -1], [1, -1, 1], [-1, -1, -1], [1, -1, 1], [-1, 1, 1], [-1, -1, 1], [-1, -1, 1], [1, 1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,10,22,20,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\22.csv,"[[-1, -1, 1], [1, 1, 1], [-1, -1, -1], [1, -1, 1], [-1, -1, 1], [1, 1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, -1]]"
mate40pro,yellow,4,10,23,13,0.5,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\23.csv,"[[1, -1, -1], [1, -1, 1], [-1, -1, -1], [-1, 1, -1], [1, -1, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,10,24,5,0.6,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\24.csv,"[[1, -1, -1], [-1, 1, 1], [-1, 1, -1], [-1, 1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, 1], [1, -1, -1], [-1, -1, 1], [1, -1, 1]]"
mate40pro,yellow,4,10,25,6,0.36666666666666664,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\25.csv,"[[1, 1, 1], [1, 1, 1], [-1, -1, 1], [1, 1, -1], [-1, 1, -1], [-1, -1, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, -1, 1]]"
mate40pro,yellow,4,10,26,15,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\26.csv,"[[1, -1, 1], [-1, 1, -1], [-1, -1, 1], [1, 1, -1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [1, 1, 1], [-1, 1, 1], [1, 1, 1]]"
mate40pro,yellow,4,10,27,15,0.5333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\27.csv,"[[1, -1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1], [-1, 1, 1]]"
mate40pro,yellow,4,10,28,15,0.6,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\10.csv,data\mate40pro\yellow\28.csv,"[[1, -1, -1], [-1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, -1, 1], [1, 1, 1], [-1, 1, -1], [1, -1, -1]]"
mate40pro,yellow,4,11,12,8,0.13333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\12.csv,"[[-1, 1, -1], [1, 1, -1], [1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,11,13,6,0.3,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\13.csv,"[[-1, 1, -1], [-1, -1, -1], [-1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, 1, -1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [-1, -1, -1]]"
mate40pro,yellow,4,11,14,7,0.1,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\14.csv,"[[1, 1, 1], [-1, -1, 1], [1, 1, -1], [1, 1, -1], [-1, 1, -1], [1, 1, -1], [-1, 1, -1], [-1, -1, 1], [-1, 1, 1], [-1, 1, -1]]"
mate40pro,yellow,4,11,15,6,0.23333333333333334,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\15.csv,"[[1, -1, -1], [-1, 1, 1], [1, 1, -1], [-1, -1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1], [1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,11,16,6,0.13333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\16.csv,"[[1, -1, -1], [-1, -1, 1], [1, -1, 1], [-1, -1, -1], [1, 1, 1], [1, 1, 1], [-1, -1, -1], [1, -1, 1], [-1, 1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,11,17,7,0.8333333333333334,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\17.csv,"[[-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, 1, -1], [1, -1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [1, 1, -1]]"
mate40pro,yellow,4,11,18,15,0.1,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\18.csv,"[[-1, -1, -1], [1, 1, 1], [1, 1, -1], [-1, -1, 1], [1, 1, -1], [1, 1, 1], [1, 1, 1], [-1, -1, -1], [-1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,11,19,15,0.36666666666666664,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\19.csv,"[[1, -1, -1], [-1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, -1], [1, -1, -1], [1, 1, -1], [-1, -1, 1], [-1, 1, -1], [-1, -1, -1]]"
mate40pro,yellow,4,11,20,7,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\20.csv,"[[-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [-1, 1, 1], [-1, 1, 1], [-1, 1, 1], [-1, -1, 1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,11,21,7,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\21.csv,"[[-1, 1, 1], [-1, 1, 1], [1, 1, -1], [-1, 1, 1], [-1, 1, -1], [-1, -1, 1], [-1, 1, 1], [-1, -1, 1], [1, 1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,11,22,6,0.13333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\22.csv,"[[1, 1, -1], [-1, -1, 1], [1, -1, -1], [-1, 1, -1], [1, -1, 1], [-1, 1, -1], [1, -1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1]]"
mate40pro,yellow,4,11,23,7,0.3333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\23.csv,"[[-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, 1, -1], [1, -1, 1], [-1, -1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, 1], [1, -1, 1]]"
mate40pro,yellow,4,11,24,6,0.06666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\24.csv,"[[1, 1, -1], [-1, 1, -1], [1, -1, 1], [-1, -1, 1], [1, 1, 1], [-1, -1, -1], [-1, 1, 1], [1, -1, -1], [1, -1, 1], [1, -1, 1]]"
mate40pro,yellow,4,11,25,15,0.3333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\25.csv,"[[-1, 1, 1], [-1, 1, 1], [1, 1, 1], [-1, -1, -1], [1, 1, -1], [-1, -1, -1], [1, -1, 1], [1, 1, -1], [1, -1, 1], [-1, 1, 1]]"
mate40pro,yellow,4,11,26,15,0.43333333333333335,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\26.csv,"[[-1, 1, -1], [-1, -1, 1], [1, 1, -1], [-1, -1, -1], [1, -1, -1], [-1, 1, -1], [-1, 1, -1], [1, 1, 1], [-1, -1, 1], [1, 1, -1]]"
mate40pro,yellow,4,11,27,6,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\27.csv,"[[1, -1, -1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1]]"
mate40pro,yellow,4,11,28,6,0.03333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\11.csv,data\mate40pro\yellow\28.csv,"[[-1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, -1, 1], [-1, -1, -1], [1, -1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, 1, -1]]"
mate40pro,yellow,4,12,13,14,0.1,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\13.csv,"[[1, 1, 1], [1, 1, -1], [1, -1, 1], [-1, 1, 1], [1, 1, -1], [1, 1, 1], [1, 1, 1], [-1, 1, -1], [1, -1, -1], [1, -1, 1]]"
mate40pro,yellow,4,12,14,8,0.43333333333333335,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\14.csv,"[[-1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 1, 1], [-1, 1, -1], [-1, -1, 1], [1, 1, 1], [1, -1, -1], [1, 1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,12,15,8,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\15.csv,"[[-1, -1, -1], [-1, -1, -1], [1, -1, 1], [-1, 1, -1], [1, -1, -1], [1, -1, -1], [1, -1, 1], [1, -1, 1], [-1, 1, -1], [-1, -1, -1]]"
mate40pro,yellow,4,12,16,15,0.4666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\16.csv,"[[-1, -1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, -1, -1]]"
mate40pro,yellow,4,12,17,14,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\17.csv,"[[1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, -1], [1, 1, -1], [1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, 1, 1], [-1, -1, 1]]"
mate40pro,yellow,4,12,18,16,0.6,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\18.csv,"[[1, -1, -1], [-1, -1, 1], [-1, 1, 1], [-1, -1, -1], [1, -1, 1], [-1, 1, 1], [-1, -1, 1], [1, -1, 1], [-1, -1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,12,19,14,0.5666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\19.csv,"[[-1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [1, 1, -1], [1, -1, 1], [-1, 1, -1], [1, 1, -1], [-1, -1, 1], [1, -1, -1]]"
mate40pro,yellow,4,12,20,9,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\20.csv,"[[1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, 1, -1], [-1, 1, -1], [1, 1, 1], [1, -1, 1], [1, 1, 1], [-1, -1, -1], [1, -1, 1]]"
mate40pro,yellow,4,12,21,14,0.4666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\21.csv,"[[1, 1, 1], [-1, 1, -1], [1, 1, -1], [-1, 1, -1], [-1, 1, -1], [1, 1, -1], [1, -1, -1], [-1, 1, -1], [1, -1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,12,22,8,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\22.csv,"[[1, -1, -1], [1, 1, -1], [-1, -1, 1], [1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, 1, -1], [-1, 1, -1], [-1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,12,23,15,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\23.csv,"[[-1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, 1, -1], [1, -1, -1], [1, 1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, 1], [1, 1, -1]]"
mate40pro,yellow,4,12,24,14,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\24.csv,"[[1, 1, -1], [-1, 1, 1], [-1, 1, 1], [1, 1, 1], [-1, 1, 1], [1, 1, 1], [-1, -1, 1], [-1, -1, -1], [-1, -1, -1], [1, -1, -1]]"
mate40pro,yellow,4,12,25,15,0.36666666666666664,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\25.csv,"[[-1, 1, 1], [-1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, -1, 1], [1, 1, -1], [-1, -1, -1], [1, -1, 1], [1, 1, -1], [-1, 1, 1]]"
mate40pro,yellow,4,12,26,14,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\26.csv,"[[-1, -1, -1], [-1, 1, 1], [1, -1, 1], [1, -1, -1], [-1, -1, -1], [1, -1, -1], [1, -1, -1], [-1, 1, -1], [1, 1, 1], [1, 1, -1]]"
mate40pro,yellow,4,12,27,14,0.5333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\27.csv,"[[1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [1, 1, -1], [1, -1, -1], [-1, 1, -1], [1, -1, -1]]"
mate40pro,yellow,4,12,28,15,0.3333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\12.csv,data\mate40pro\yellow\28.csv,"[[-1, -1, 1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, -1, 1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [1, -1, 1], [1, -1, 1]]"
mate40pro,yellow,4,13,14,14,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\14.csv,"[[1, -1, -1], [-1, 1, 1], [-1, -1, 1], [1, 1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, 1], [1, 1, -1], [-1, 1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,13,15,14,0.4,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\15.csv,"[[1, 1, -1], [1, 1, 1], [-1, -1, -1], [1, 1, -1], [-1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, 1, -1], [-1, -1, -1], [1, 1, -1]]"
mate40pro,yellow,4,13,16,15,0.26666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\16.csv,"[[-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1], [-1, 1, 1], [-1, -1, -1], [-1, 1, -1], [1, -1, -1]]"
mate40pro,yellow,4,13,17,14,0.5666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\17.csv,"[[-1, -1, -1], [1, -1, -1], [1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, 1, 1]]"
mate40pro,yellow,4,13,18,15,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\18.csv,"[[-1, 1, -1], [-1, -1, 1], [1, -1, 1], [1, 1, 1], [1, -1, 1], [-1, -1, -1], [1, -1, -1], [1, 1, -1], [-1, 1, -1], [1, -1, 1]]"
mate40pro,yellow,4,13,19,20,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\19.csv,"[[-1, 1, -1], [-1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, 1, 1], [1, 1, 1], [1, -1, 1], [-1, -1, 1], [-1, -1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,13,20,5,0.16666666666666666,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\20.csv,"[[-1, -1, -1], [-1, 1, 1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1], [-1, -1, 1], [1, 1, -1], [-1, -1, -1], [-1, -1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,13,21,16,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\21.csv,"[[1, -1, -1], [-1, 1, 1], [1, 1, 1], [-1, -1, -1], [-1, -1, -1], [-1, -1, -1], [-1, -1, 1], [1, -1, 1], [-1, 1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,13,22,6,0.2,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\22.csv,"[[-1, -1, 1], [1, -1, 1], [1, 1, 1], [-1, 1, 1], [1, 1, -1], [1, 1, -1], [1, 1, -1], [1, -1, -1], [1, 1, 1], [-1, 1, -1]]"
mate40pro,yellow,4,13,23,15,0.3,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\23.csv,"[[-1, 1, 1], [-1, -1, -1], [-1, -1, -1], [1, 1, 1], [1, -1, -1], [1, -1, 1], [1, 1, 1], [-1, -1, 1], [-1, 1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,13,24,6,0.3333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\24.csv,"[[-1, 1, -1], [1, -1, 1], [-1, 1, 1], [-1, -1, 1], [-1, 1, 1], [1, -1, 1], [1, 1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, -1]]"
mate40pro,yellow,4,13,25,15,0.23333333333333334,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\25.csv,"[[1, 1, 1], [1, -1, 1], [-1, -1, 1], [1, -1, -1], [1, 1, 1], [-1, -1, -1], [-1, 1, -1], [1, 1, -1], [1, 1, -1], [1, 1, 1]]"
mate40pro,yellow,4,13,26,19,0.3,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\26.csv,"[[-1, 1, -1], [-1, -1, 1], [1, -1, -1], [1, -1, -1], [-1, -1, -1], [-1, -1, -1], [1, -1, 1], [1, -1, -1], [-1, 1, -1], [-1, 1, 1]]"
mate40pro,yellow,4,13,27,8,0.3333333333333333,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\27.csv,"[[-1, 1, 1], [-1, 1, 1], [1, -1, 1], [-1, 1, 1], [1, -1, 1], [1, -1, 1], [-1, -1, 1], [1, 1, 1], [1, -1, 1], [1, 1, -1]]"
mate40pro,yellow,4,13,28,6,0.23333333333333334,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\13.csv,data\mate40pro\yellow\28.csv,"[[1, 1, 1], [-1, -1, -1], [1, -1, 1], [1, -1, 1], [1, 1, -1], [-1, 1, -1], [1, -1, -1], [-1, 1, 1], [1, 1, 1], [-1, 1, -1]]"
mate40pro,yellow,4,14,15,14,0.43333333333333335,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\14.csv,data\mate40pro\yellow\15.csv,"[[-1, -1, -1], [1, -1, -1], [1, -1, 1], [1, -1, -1], [-1, 1, -1], [1, 1, 1], [1, 1, -1], [1, -1, -1], [-1, -1, -1], [-1, -1, 1]]"
mate40pro,yellow,4,14,16,8,0.6,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\14.csv,data\mate40pro\yellow\16.csv,"[[-1, 1, 1], [1, -1, -1], [-1, 1, 1], [1, -1, 1], [-1, 1, -1], [1, 1, 1], [1, 1, -1], [1, 1, 1], [-1, 1, -1], [-1, 1, -1]]"
mate40pro,yellow,4,14,17,8,0.36666666666666664,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\14.csv,data\mate40pro\yellow\17.csv,"[[1, 1, -1], [1, -1, 1], [-1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, 1, -1], [1, 1, 1], [1, -1, 1], [-1, 1, 1], [-1, -1, -1]]"
mate40pro,yellow,4,14,18,14,0.4666666666666667,data\mate40pro\yellow\4.csv,data\mate40pro\yellow\14.csv,data\mate40pro\yellow\18.csv,"[[-1, -1, 1], [-1, -1, 1], [1, -1, 1], [1, 1, -1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [-1, 1, 1], [-1, 1, -1], [-1, 1, 1]]"
