k,target,num_probes,conv_code,rate,decoder_mode,calibration_ber,authorized_uncoded_ber,authorized_postfec_ber,worst_unauthorized_postfec_ber,avg_unauthorized_postfec_ber,median_unauthorized_postfec_ber,leak_positions_le_0p05,leak_positions_le_0p10,evaluated_unauthorized_positions,status
6,"(2, 10, 21, 22, 23, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.10666666666666667,0.11666666666666667,0.017543859649122806,0.34649122807017535,0.37519936204146725,0.3640350877192983,0,0,22,ok
6,"(1, 2, 4, 5, 21, 24)",15,conv_k3_r13,0.31666666666666665,logistic_top2,0.025,0.03333333333333333,0.0,0.3333333333333333,0.36722488038277507,0.35964912280701755,0,0,22,ok
6,"(8, 9, 14, 17, 20, 27)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.10916666666666666,0.12361111111111112,0.11403508771929824,0.3596491228070175,0.3955342902711324,0.3947368421052631,0,0,22,ok
6,"(3, 6, 9, 14, 15, 24)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.07,0.09722222222222222,0.013157894736842105,0.34649122807017546,0.3568580542264753,0.3552631578947369,0,0,22,ok
6,"(1, 3, 4, 6, 15, 16)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.055,0.0625,0.0,0.33771929824561403,0.37480063795853263,0.3640350877192982,0,0,22,ok
7,"(1, 2, 3, 4, 10, 18, 25)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.095,0.0869047619047619,0.03759398496240601,0.349624060150376,0.3771929824561404,0.38345864661654133,0,0,21,ok
7,"(4, 5, 14, 20, 21, 25, 26)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.09,0.09404761904761905,0.05639097744360902,0.35714285714285715,0.38166845685642686,0.37218045112781956,0,0,21,ok
7,"(4, 6, 12, 14, 15, 22, 27)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.14642857142857144,0.15833333333333333,0.08646616541353383,0.3571428571428571,0.3814894378804153,0.3759398496240602,0,0,21,ok
7,"(1, 9, 14, 16, 20, 25, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.07285714285714286,0.07380952380952381,0.03759398496240601,0.3533834586466166,0.39760114572144645,0.4022556390977443,0,0,21,ok
7,"(9, 13, 16, 17, 20, 23, 25)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.14,0.15357142857142858,0.20300751879699247,0.3383458646616541,0.3693161475116362,0.3684210526315789,0,0,21,ok
7,"(5, 13, 14, 15, 16, 17, 28)",15,conv_k3_r13,0.31666666666666665,logistic_top3,0.11214285714285714,0.11428571428571428,0.03383458646616541,0.3533834586466166,0.3757608306480487,0.36466165413533835,0,0,21,ok
